Sector,Industry,KPI Name,Specification ID,Scope,Specification,Cluster,ESG Category
Oil & Gas,533 Exploration & Production,Remediation,E12-05,III,"Total amount of reserves for future environmental remediation, emissions,accident costs in monetary terms i.e. currency",2,Governance
Oil & Gas,533 Exploration & Production,Leakages,E24-02,III,Volume of leakages in barrels or cubic metresE24-03 III Total amount of costs incurred through leakages including remediation and fines,2,Governance
Oil & Gas,533 Exploration & Production,Accidental oil/gas spills,E25-01,III,Volume of accidental oil spills in barrelsE25-02 III Total amount of costs incurred through accidental oil spills amount includingremediation and finesE25-04 III Volume of accidental gas spills in cubic metresE25-05 III Total amount of costs incurred through accidental gas spills amount includingremediation and fines,1,Social
Oil & Gas,533 Exploration & Production,Local Staff,S17-01,III,Average percentage of FTE in non-domestic production and exploration sites hiredfrom respective non-domestic labour markets as of total FTESupply Chain V28-04 III Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Oil & Gas,0537 Integrated Oil & Gas,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Oil & Gas,0537 Integrated Oil & Gas,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Oil & Gas,0537 Integrated Oil & Gas,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Waste Scope II,E05-01,II,Percentage of total waste which is recycled,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Remediation,E12-01,II,"Expenditure for remediation, reclamation and decommissioning total in monetaryterms i.e. currencyE12-03 II Environmental spending for R&D, site rehabilitation and environmental monitoringtotal in monetary terms i.e. currency",2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Dimensions of pending,G02-01,II,"Amount in monetary terms i.e. currency in controversy, dispute from legallegal proceedings proceedings",1,Social
Oil & Gas,0537 Integrated Oil & Gas,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs,1,Social
Oil & Gas,0537 Integrated Oil & Gas,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Oil & Gas,0537 Integrated Oil & Gas,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Oil & Gas,0537 Integrated Oil & Gas,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Oil & Gas,0537 Integrated Oil & Gas,Emissions to Air,E03-04,III,TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 1E03-05 III TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 2,0,Environmental
Oil & Gas,0537 Integrated Oil & Gas,Emissions to Water,E03-09,III,TOP 2 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 1E03-10 III TOP 2 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 2,0,Environmental
Oil & Gas,0537 Integrated Oil & Gas,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Remediation,E12-05,III,"Total amount of reserves for future environmental remediation, emissions,accident costs in monetary terms i.e. currency",2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Leakages,E24-02,III,Volume of leakages in barrels or cubic metresE24-03 III Total amount of costs incurred through leakages including remediation and fines,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Accidental oil/gas spills,E25-01,III,Volume of accidental oil spills in barrelsE25-02 III Total amount of costs incurred through accidental oil spills amount includingremediation and finesE25-04 III Volume of accidental gas spills in cubic metresE25-05 III Total amount of costs incurred through accidental gas spills amount includingremediation and fines,1,Social
Oil & Gas,0537 Integrated Oil & Gas,Local Staff,S17-01,III,Average percentage of FTE in non-domestic production and exploration sites hiredfrom respective non-domestic labour markets as of total FTE,2,Governance
Oil & Gas,0537 Integrated Oil & Gas,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Oil & Gas,0573 Oil Equipment & Services,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Oil & Gas,0573 Oil Equipment & Services,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Oil & Gas,0573 Oil Equipment & Services,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Oil & Gas,0573 Oil Equipment & Services,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0573 Oil Equipment & Services,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0573 Oil Equipment & Services,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Oil & Gas,0573 Oil Equipment & Services,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0573 Oil Equipment & Services,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0573 Oil Equipment & Services,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Oil & Gas,0573 Oil Equipment & Services,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Waste Scope II,E05-01,II,Percentage of total waste which is recycled,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Environmental,E33-01,II,Number of sites with ISO 14001 certification / number of total sitesCompatibility,0,Environmental
Oil & Gas,0573 Oil Equipment & Services,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs,1,Social
Oil & Gas,0573 Oil Equipment & Services,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards",1,Social
Oil & Gas,0573 Oil Equipment & Services,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Oil & Gas,0573 Oil Equipment & Services,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Oil & Gas,0573 Oil Equipment & Services,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Oil & Gas,0573 Oil Equipment & Services,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Oil & Gas,0573 Oil Equipment & Services,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Oil & Gas,0573 Oil Equipment & Services,Maintenance & Safety,S09-01,III,"Total spendings in monetary terms i.e. currency on maintenance and safety ofequipment (incl. fleet, trucks, planes, rail cars)",1,Social
Oil & Gas,0573 Oil Equipment & Services,Customer Retention,V05-03,III,"Share of market by product, product line, segment, region or total",2,Governance
Oil & Gas,0573 Oil Equipment & Services,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Oil & Gas,0577 Pipelines,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Oil & Gas,0577 Pipelines,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Oil & Gas,0577 Pipelines,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Oil & Gas,0577 Pipelines,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Oil & Gas,0577 Pipelines,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Oil & Gas,0577 Pipelines,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0577 Pipelines,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0577 Pipelines,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Oil & Gas,0577 Pipelines,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Oil & Gas,0577 Pipelines,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0577 Pipelines,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0577 Pipelines,Remediation,E12-01,II,"Expenditure for remediation, reclamation and decommissioning total in monetaryterms i.e. currency",2,Governance
Oil & Gas,0577 Pipelines,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Oil & Gas,0577 Pipelines,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs,1,Social
Oil & Gas,0577 Pipelines,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Oil & Gas,0577 Pipelines,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Oil & Gas,0577 Pipelines,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Oil & Gas,0577 Pipelines,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Oil & Gas,0577 Pipelines,Remediation,E12-05,III,"Total amount of reserves for future environmental remediation, emissions,accident costs in monetary terms i.e. currency",2,Governance
Oil & Gas,0577 Pipelines,Leakages,E24-02,III,Volume of leakages in barrels or cubic metresE24-03 III Total amount of costs incurred through leakages including remediation and fines,2,Governance
Oil & Gas,0577 Pipelines,Accidental oil/gas spills,E25-01,III,Volume of accidental oil spills in barrelsE25-02 III Total amount of costs incurred through accidental oil spills amount includingremediation and finesE25-04 III Volume of accidental gas spills in cubic metresE25-05 III Total amount of costs incurred through accidental gas spills amount includingremediation and fines,1,Social
Oil & Gas,0583 Renewable Energy Equipment,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Oil & Gas,0583 Renewable Energy Equipment,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Oil & Gas,0583 Renewable Energy Equipment,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Production Shortfall,E23-02,II,Monetary impact of production shortfall caused by material supply constraints inmonetary terms i.e. currency,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Water Consumption,E28-01,II,Water consumption in m³,0,Environmental
Oil & Gas,0583 Renewable Energy Equipment,Environmental,E33-01,II,Number of sites with ISO 14001 certification / number of total sitesCompatibility,0,Environmental
Oil & Gas,0583 Renewable Energy Equipment,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Impact of Subsidies,V10-03,II,Percentage of business in markets with feed-in tariffs or regulated pricingstructure,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Oil & Gas,0583 Renewable Energy Equipment,Supply Constraints,E17-35,III,Percentage of revenue from products that contain indium to total revenueE17-36 III Total indium purchased,1,Social
Oil & Gas,0583 Renewable Energy Equipment,Raw Material Reserves,E22-01,III,"Full day supply of raw material A (B, C, D) in stock",1,Social
Oil & Gas,0583 Renewable Energy Equipment,Production Shortfall,E23-01,III,Production shortfall caused by material supply constraints in percent (gapbetween actual production output and theoretical production output as optimalsupply),2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufacturedE28-03 III Groundwater consumption in m³E28-04 III Waste effluent water in cubic meters,0,Environmental
Oil & Gas,0583 Renewable Energy Equipment,Customer Retention,V05-01,III,"Percentage of new customers in reported period in relation to total customersV05-03 III Share of market by product, product line, segment, region or total",2,Governance
Oil & Gas,0583 Renewable Energy Equipment,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Oil & Gas,0587 Alternative Fuels,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Oil & Gas,0587 Alternative Fuels,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Oil & Gas,0587 Alternative Fuels,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Oil & Gas,0587 Alternative Fuels,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Oil & Gas,0587 Alternative Fuels,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Oil & Gas,0587 Alternative Fuels,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0587 Alternative Fuels,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0587 Alternative Fuels,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Oil & Gas,0587 Alternative Fuels,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Oil & Gas,0587 Alternative Fuels,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Oil & Gas,0587 Alternative Fuels,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Oil & Gas,0587 Alternative Fuels,Water Consumption,E28-01,II,Water consumption in m³,0,Environmental
Oil & Gas,0587 Alternative Fuels,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Oil & Gas,0587 Alternative Fuels,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Oil & Gas,0587 Alternative Fuels,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Oil & Gas,0587 Alternative Fuels,Impact of Subsidies,V10-03,II,Percentage of business in markets with feed-in tariffs or regulated pricingstructure,2,Governance
Oil & Gas,0587 Alternative Fuels,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Oil & Gas,0587 Alternative Fuels,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Oil & Gas,0587 Alternative Fuels,Supply Constraints,E17-05,III,Percentage of revenue from products that contain cobalt to total revenueE17-06 III Total cobalt purchased,1,Social
Oil & Gas,0587 Alternative Fuels,Raw Material Reserves,E22-01,III,"Full day supply of raw material A (B, C, D) in stockProduction Shortfall E23-01 III Production shortfall caused by material supply constraints in percent (gapbetween actual production output and theoretical production output as optimalsupply)",1,Social
Oil & Gas,0587 Alternative Fuels,Production Shortfall,E23-02,III,Monetary impact of production shortfall caused by material supply constraints inmonetary terms i.e. currency,2,Governance
Oil & Gas,0587 Alternative Fuels,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufacturedE28-03 III Groundwater consumption in m³E28-04 III Waste effluent water in cubic meters,0,Environmental
Oil & Gas,0587 Alternative Fuels,Environmental,E33-01,III,Number of sites with ISO 14001 certification / number of total sitesCompatibility,0,Environmental
Oil & Gas,0587 Alternative Fuels,Customer Retention,V05-01,III,"Percentage of new customers in reported period in relation to total customersV05-03 III Share of market by product, product line, segment, region or total",2,Governance
Oil & Gas,0587 Alternative Fuels,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Basic Materials,1353 Commodity Chemicals,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Basic Materials,1353 Commodity Chemicals,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Basic Materials,1353 Commodity Chemicals,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Basic Materials,1353 Commodity Chemicals,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Basic Materials,1353 Commodity Chemicals,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Basic Materials,1353 Commodity Chemicals,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Basic Materials,1353 Commodity Chemicals,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Basic Materials,1353 Commodity Chemicals,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Basic Materials,1353 Commodity Chemicals,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Basic Materials,1353 Commodity Chemicals,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Basic Materials,1353 Commodity Chemicals,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Basic Materials,1353 Commodity Chemicals,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Basic Materials,1353 Commodity Chemicals,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Basic Materials,1353 Commodity Chemicals,Emissions to Water,E03-14,II,Emissions of organic substances to water in '000 metric tonnes/yearE03-16 II Emissions of heavy metal to water in '000 metric tonnes/yearE03-17 II Emissions of Sulfur Oxides to water in '000 metric tonnes/yearE03-18 II Emissions of Dust to water in '000 metric tonnes/year,0,Environmental
Basic Materials,1353 Commodity Chemicals,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
